term,estimate,std.error,statistic,p.value,ID,Model
r_max,6.53521226748948,1.2254006130172483,5.333123060382778,0.012885942933233226,197,Baranyi
K,8.666262468613494,0.1674652919887768,51.74960354886128,1.5891546438404654e-5,197,Baranyi
N_0,3.9804519540969503,0.2424703925594441,16.41623916256539,4.919018699120956e-4,197,Baranyi
t_lag,0.010792711341242737,0.1108367877319163,0.09737481175787355,0.9285696686042825,197,Baranyi
N0,-145.17287506947608,8358243.654502113,-1.736882544591526e-5,0.9999872320862038,197,ThreePhase
Nmax,8.607175659809236,0.09676145571201607,88.95252346581198,3.1318313707962735e-6,197,ThreePhase
tLAG,-28.177123906075387,1578019.444862964,-1.785600551235432e-5,0.9999868739576065,197,ThreePhase
tMAX,0.8562437835037828,0.03292923830861837,26.002538396999103,1.2477166502177176e-4,197,ThreePhase
N0,0.19786096256685815,0.23775919426232603,0.8321905833368232,0.4663523904047382,199,ThreePhase
Nmax,5.622103386809243,0.19412956821080096,28.960572254012984,9.040414648440459e-5,199,ThreePhase
tLAG,5991.143710224558,436.1905628968891,13.73515206389461,8.35111368994881e-4,199,ThreePhase
tMAX,9260.413813975249,485.729893096179,19.06494524137019,3.1512238119365806e-4,199,ThreePhase
N0,-4.015894925027908e-17,0.2530789720293625,-1.586814934810933e-16,0.9999999999999999,204,ThreePhase
Nmax,6.5992911626979645,0.25307897196183765,26.07601536998928,1.2851098287001108e-5,204,ThreePhase
tLAG,1241.101561867813,448.9289157549261,2.7645836975788396,0.05061113819418111,204,ThreePhase
tMAX,11519.415686091725,512.6458562045618,22.470513604415277,2.3226661173269506e-5,204,ThreePhase
N0,0.5241828677626926,0.22042955071254636,2.3780063338524844,0.09779372896970587,205,ThreePhase
Nmax,6.939963484713989,0.3817951850313925,18.17718964722764,3.632275581621564e-4,205,ThreePhase
tLAG,4185.83595191362,352.02871068219076,11.89060955795894,0.0012791145977443482,205,ThreePhase
tMAX,8354.505692640276,345.35047541467435,24.19138321037123,1.5481873504848633e-4,205,ThreePhase
N0,0.010310385565462099,0.40158743884743175,0.02567407385811972,0.9836589667551051,206,ThreePhase
Nmax,6.82740844162818,0.2839652028092251,24.043116459642427,0.026463002827958937,206,ThreePhase
tLAG,646.4366915732568,128.0086873353174,5.049943914196406,0.1244546560125718,206,ThreePhase
tMAX,2046.6597009195111,349.39795897798354,5.857675033094502,0.10764358895931776,206,ThreePhase
N0,-4.490729636230107e-18,0.07488027772792709,-5.997212847616428e-17,1,208,ThreePhase
Nmax,7.763075931727861,0.07488027748848448,103.67317259102987,0.006140450937991926,208,ThreePhase
tLAG,314.29117185017986,14.473286901838117,21.7152588753191,0.029296004750826936,208,ThreePhase
tMAX,1314.8678062067677,17.382637597987433,75.64259444487317,0.008415664395940032,208,ThreePhase
r_max,0.005929540202686796,7.885232031518373e-4,7.519804336746967,0.004873838365068174,209,Logistic
K,2540.2435592044785,1605.122567344161,1.5825854117842044,0.21166932526300078,209,Logistic
N_0,0.5891955821207518,0.355256992739383,1.6585052346963556,0.19579645669680765,209,Logistic
N0,0.026704360159829313,134099.52889173108,1.9913835925098444e-7,0.9999998732245831,210,ThreePhase
Nmax,6.382978722366478,0.1968555563188124,32.424681536695296,0.019627580510477517,210,ThreePhase
tLAG,575.5156514172706,155853296.05497208,3.692675522334007e-6,0.9999976491697495,210,ThreePhase
tMAX,7962.903992310697,435.85320789842103,18.269692290911195,0.03481093922938838,210,ThreePhase
N0,-7.5982010390909125e-18,0.10828218432741979,-7.017037092746249e-17,1,211,ThreePhase
Nmax,6.382978722962466,0.07656706628204744,83.36454604972991,1.24110691738905e-7,211,ThreePhase
tLAG,282.8110464662532,191.79564592203184,1.4745436222322827,0.21435253785294411,211,ThreePhase
tMAX,9034.959990255278,173.0348031043611,52.21469801543968,8.052281619183769e-7,211,ThreePhase
r_max,0.015477172828859853,7.385618126512865e-4,20.955825990109012,4.653111201275766e-13,216,Logistic
K,428.62739061247413,36.946705005975325,11.601234549688613,3.351852929988614e-9,216,Logistic
N_0,1.805142585014627,0.21104207252103127,8.553472601226169,2.303719265232303e-7,216,Logistic
r_max,0.0406082329422097,0.0023326170822407723,17.408872314010658,2.331691263175924e-11,216,Gompertz
K,6.175304392245733,0.1022752202324188,60.3792822759262,2.5202237220051378e-19,216,Gompertz
N_0,0.7207654500040183,0.2353234324521728,3.062871565714166,0.007893448467392355,216,Gompertz
t_lag,30.605293684589494,19.038611021715504,1.6075381575725767,0.12877731336659953,216,Gompertz
r_max,0.017532690918221103,0.001386367645765185,12.646494580118535,2.1032530498623057e-9,216,Baranyi
K,6.004633101469181,0.07777348424588923,77.20668759657067,6.379952794719549e-21,216,Baranyi
N_0,0.8086077618857197,0.16338696163988453,4.949034817526895,1.7483490102193573e-4,216,Baranyi
t_lag,39.56904741228556,20.791752138371542,1.9031126933867297,0.07639701689203446,216,Baranyi
N0,1.0100731261723301,0.1656416597099079,6.097941350873293,2.039548916387727e-5,216,ThreePhase
Nmax,5.947212278979209,0.08282082979044168,71.80817065015177,1.8872656599429617e-20,216,ThreePhase
tLAG,26.827202150557525,16.357884510141215,1.6400166007973564,0.12179929107406273,216,ThreePhase
tMAX,378.5516163116975,12.05845294348543,31.39305001113014,4.251410656316533e-15,216,ThreePhase
r_max,0.03386989774533569,0.002659690709818058,12.734524965744093,1.6677158963995501e-7,217,Logistic
K,479.91341773751736,54.55715709083126,8.796525393332315,5.080238827239531e-6,217,Logistic
N_0,1.7953258839734456,0.3914199622914024,4.586699854201279,0.001000297469606311,217,Logistic
r_max,0.09616936357596395,0.010962998700334669,8.772176865534808,1.052535781062386e-5,217,Gompertz
K,6.19335647617244,0.10379396335989428,59.66971754125671,5.255325564467454e-13,217,Gompertz
N_0,0.8308807013898845,0.29260748553879273,2.8395743186813642,0.019416643975562024,217,Gompertz
t_lag,24.49384655508378,13.032952158711465,1.8793782296447428,0.09289844505796653,217,Gompertz
r_max,0.04200301264959955,0.006330273076088204,6.635260777020907,9.533481512049782e-5,217,Baranyi
K,6.141967346970189,0.10409479206451357,59.0035987887238,5.812690986531479e-13,217,Baranyi
N_0,0.8288503730978525,0.25608372982148897,3.236638163914701,0.010213485375923056,217,Baranyi
t_lag,26.784922868660924,15.588620568557612,1.7182356033917687,0.11987658237369597,217,Baranyi
N0,0.999938766072464,0.2503296081704827,3.9944885999720525,0.00313640547471818,217,ThreePhase
Nmax,6.110533539838578,0.09461569827168285,64.5826607154827,2.5822473052717187e-13,217,ThreePhase
tLAG,22.548430618234114,9.2841561783929,2.428700054692238,0.038063624125737876,217,ThreePhase
tMAX,163.6231729162282,6.912033208593717,23.67222031178841,2.0436618925419296e-9,217,ThreePhase
r_max,0.10863630520262921,0.015063954709356524,7.211672319696568,0.001960158909434251,218,Logistic
K,288.0163310248152,64.41329547089141,4.471380154039328,0.011062923875072054,218,Logistic
N_0,1.5223277845636574,0.5702442585831032,2.6696065092285437,0.05582885041987853,218,Logistic
r_max,0.4664579714362547,0.07047048432882298,6.619196332747067,0.007022212261207935,218,Gompertz
K,5.549093276470991,0.0803165034799655,69.09032435475956,6.681771463597355e-6,218,Gompertz
N_0,1.0089707877053211,0.1325658325731509,7.611092301242575,0.004707366734500763,218,Gompertz
t_lag,17.711730502805228,1.5667436949529645,11.304804072204647,0.0014845034328279014,218,Gompertz
r_max,0.1931805353134088,0.029196884317154975,6.6164777451922605,0.007030425647266533,218,Baranyi
K,5.522435959723506,0.08712318276194948,63.38652680782681,8.651489544434266e-6,218,Baranyi
N_0,0.9794495210646502,0.16367592082502352,5.984078269593016,0.009342310846514545,218,Baranyi
t_lag,17.89547462916123,2.257651405370277,7.926588926259056,0.004186696347017796,218,Baranyi
N0,1.01050175839227,0.1933316506474001,5.226778724582617,0.01362406548296664,218,ThreePhase
Nmax,5.47028931213584,0.0966658256078055,56.589692145495206,1.2155441885533913e-5,218,ThreePhase
tLAG,13.509228967460094,2.92059152296873,4.6255112572977,0.019026077693390774,218,ThreePhase
tMAX,47.171644428841205,1.7414709999298057,27.087240861744224,1.1042048804872709e-4,218,ThreePhase
r_max,0.08190772008523475,0.009464044525361766,8.65462116812091,5.498130885676831e-5,219,Logistic
K,257.0680038663771,46.98707153652016,5.471036935480731,9.348300630579541e-4,219,Logistic
N_0,1.4363166543171277,0.45453916398540023,3.159940370645954,0.01592962958565559,219,Logistic
r_max,0.29779216794677754,0.040042947934490994,7.436819297968675,3.0437596095314677e-4,219,Gompertz
K,5.495797343683193,0.059230659546309815,92.78636074255215,1.0558559959415982e-10,219,Gompertz
N_0,0.9690780923841972,0.11160076934070115,8.683435590177167,1.287606591137393e-4,219,Gompertz
t_lag,22.099080463759325,4.469124492070969,4.944834386011639,0.002591331744917441,219,Gompertz
r_max,0.35094772010102926,0.17797261095769962,1.9719198263852085,0.09609415754013294,219,Baranyi
K,5.400253576126955,0.06775841890564976,79.69863617459168,2.6273749851178777e-10,219,Baranyi
N_0,1.0100659946818709,0.11709932251973688,8.625720225764978,1.3366897594729055e-4,219,Baranyi
t_lag,39.939596472963984,5.392020271126819,7.407167344461308,3.1111698345709886e-4,219,Baranyi
N0,1.010287436792425,0.11750096140059087,8.598120600461272,1.3609233047373912e-4,219,ThreePhase
Nmax,5.39918046704536,0.0678392114369825,79.5879013431751,2.649366773601795e-10,219,ThreePhase
tLAG,35.88284656988121,7.054082191789206,5.086820027649811,0.002250379133949179,219,ThreePhase
tMAX,55.28414899314334,2.1995053881987783,25.134809530253847,2.6113967571595116e-7,219,ThreePhase
N0,0.9945327462322429,0.0016176185980792516,614.8128782725073,2.1062382646314132e-30,220,ThreePhase
Nmax,1.00197374171788,0.0018678650593022292,536.4272631622454,1.2402138078830084e-29,220,ThreePhase
tLAG,340.6217960156261,76.9291149740019,4.427735794578409,6.819524055287148e-4,220,ThreePhase
tMAX,468.4172875513099,106.69426688641272,4.390276077813904,7.306329071846388e-4,220,ThreePhase
r_max,0.01701487711390214,0.0010521360938256074,16.171745474518787,1.693644029561715e-8,221,Logistic
K,155.0126550878017,20.165656015648985,7.68696316983234,1.6674005581340193e-5,221,Logistic
N_0,0.5490265173455039,0.10001175063400594,5.489620108287798,2.6562964026712255e-4,221,Logistic
r_max,0.04772009984383422,0.0015840384322419556,30.12559472833874,2.392858299433591e-10,221,Gompertz
K,4.98643947456656,0.04289424206075138,116.24962314299049,1.3096764608834819e-15,221,Gompertz
N_0,0.9924860500066853,0.050323994506911204,19.721925092221824,1.0272565604401967e-8,221,Gompertz
t_lag,126.16302818102288,5.199182755336835,24.26593449740146,1.640382162581658e-9,221,Gompertz
r_max,0.024809183881662082,0.0015373457505221306,16.137673567078913,5.969331819064677e-8,221,Baranyi
K,4.863079065427007,0.046029103808692434,105.6522648287719,3.0940663116072616e-15,221,Baranyi
N_0,0.7767563794521517,0.10630823203646719,7.30664375253366,4.53228340447744e-5,221,Baranyi
t_lag,135.62322256249996,10.986645803413872,12.344370155298705,6.048655895988703e-7,221,Baranyi
N0,1.016034405664833,0.11512411254536899,8.825556898555256,1.0017809279455496e-5,221,ThreePhase
Nmax,4.730083977415878,0.06646693726717379,71.16446419672684,1.0798106518807318e-13,221,ThreePhase
tLAG,112.7253313946627,10.527807114801043,10.70738950338311,2.020137142149565e-6,221,ThreePhase
tMAX,324.9644723679178,8.929908083143612,36.39057304311243,4.4252372955566244e-11,221,ThreePhase
r_max,0.03458738608409301,0.00129719330713676,26.663247407925876,1.8375682268347513e-7,222,Logistic
K,178.6258047734431,7.094756366327922,25.177158389992126,2.5853672229447636e-7,222,Logistic
N_0,2.716051838025317,0.22476282034791945,12.084079714879136,1.9502650037383486e-5,222,Logistic
r_max,0.0861876438850808,0.002106897784886387,40.90736840834848,1.6463399924176092e-7,222,Gompertz
K,5.251271137066219,0.024145581956754203,217.48372627636294,3.900063360182863e-11,222,Gompertz
N_0,0.09953203875203391,0.37783605306819135,0.2634265257213835,0.8027332799472414,222,Gompertz
t_lag,-21.17448110142868,11.070221037794138,-1.9127423950378433,0.11398461146070148,222,Gompertz
r_max,0.027073493518150825,0.0019413678526597681,13.945576301296441,3.4079102164644864e-5,222,Baranyi
K,5.2286919866431285,0.026939219812914656,194.09218317957726,6.888745272311843e-11,222,Baranyi
N_0,0.9100195751998574,0.0555426235926722,16.384166183318666,1.5452635346421125e-5,222,Baranyi
t_lag,-32.34402411177895,10.766767643136534,-3.0040607528478818,0.02995917205693573,222,Baranyi
N0,-0.10716137699514916,1289554.7298520585,-8.3099518395348e-8,0.9999999369097338,222,ThreePhase
Nmax,5.0964494264038995,0.09729174810443782,52.3831622485919,4.793481282261829e-8,222,ThreePhase
tLAG,-39.71217048839754,43832265.65036007,-9.060031440120485e-7,0.999999312150291,222,ThreePhase
tMAX,137.15977185687325,8.713295133866653,15.741435329530331,1.881416051429629e-5,222,ThreePhase
r_max,0.12140187863071564,0.009556032610014907,12.70421351466341,6.459479590852278e-8,223,Logistic
K,948.9426886712365,77.38424157434677,12.262738115221321,9.308203008423437e-8,223,Logistic
N_0,1.442415400569072,0.36287083052555696,3.975010607713983,0.0021773314133207225,223,Logistic
r_max,0.3143363525284692,0.03162059756115749,9.940873252648384,1.678299081952608e-6,223,Gompertz
K,-0.4715047671810673,0.798099603730701,-0.5907843644791045,0.567776475957489,223,Gompertz
N_0,6.840299360708166,0.0629707578848611,108.62660051218239,1.0716488199017666e-16,223,Gompertz
t_lag,52.355292572518216,2.391435266975593,21.892832850429212,8.850610331662415e-10,223,Gompertz
r_max,0.15653354280098036,0.018372082546041876,8.52018503665521,6.753398175876323e-6,223,Baranyi
K,6.841243608439984,0.06458802495969353,105.92123869261052,1.3787853720640813e-16,223,Baranyi
N_0,0.9016517081630072,0.2347341498186804,3.841161198144731,0.0032589011437372923,223,Baranyi
t_lag,11.343577260614369,3.256047350124793,3.4838489864650186,0.0058832053962078095,223,Baranyi
N0,1.009807460038773,0.19814767973606107,5.09623661192434,4.6658325498097895e-4,223,ThreePhase
Nmax,6.841671842110368,0.06265979872658539,109.18758089159921,1.0178861582788153e-16,223,ThreePhase
tLAG,8.301554976194806,2.845381264248969,2.9175545226576096,0.015364673332769418,223,ThreePhase
tMAX,54.30659588994583,2.199026014373569,24.695749634147013,2.7070866649592583e-10,223,ThreePhase
r_max,0.11760345165881862,0.013727159571313756,8.56720948335005,2.658359380015131e-5,224,Logistic
K,815.5319409173302,134.22244193651295,6.075973057494184,2.972478910068784e-4,224,Logistic
N_0,0.045399786211032814,0.03360109625606916,1.3511400302254284,0.21361681688402823,224,Logistic
r_max,0.4314387550677229,0.040209897553074525,10.729665612757431,1.3423674752956285e-5,224,Gompertz
K,6.681471684885357,0.07705281411632334,86.7128833840984,7.1438532711219426e-12,224,Gompertz
N_0,1.0009427495468204,0.2043453570392871,4.89828966045155,0.001756548190401518,224,Gompertz
t_lag,45.43044533941175,2.375541173430056,19.12425086441019,2.661114699736942e-7,224,Gompertz
r_max,0.18679394480274547,0.021924742363077968,8.519778326668641,6.0850946637191264e-5,224,Baranyi
K,6.672840202704597,0.08659601119337736,77.05713127829286,1.6311482047074253e-11,224,Baranyi
N_0,0.9437350175548335,0.25668286642752086,3.676657623041289,0.007894462435125569,224,Baranyi
t_lag,47.43712458300065,3.8128160537836453,12.441493089058534,4.987472539789295e-6,224,Baranyi
N0,1.010248533222096,0.2698110947868657,3.7442809163208457,0.0072220972178540415,224,ThreePhase
Nmax,6.686743737723125,0.1019790076402956,65.56980590857358,5.042545577966422e-11,224,ThreePhase
tLAG,42.90470987537369,2.9585817107590375,14.501782972343966,1.768355812252902e-6,224,ThreePhase
tMAX,83.6434822944661,1.8696520627467046,44.73745888932164,7.283808378719822e-10,224,ThreePhase
N0,1.0084410138966247,0.0028644454416902523,352.05453705606755,1.8571453529594978e-25,225,ThreePhase
Nmax,1.0155963848418383,0.0014959078402834727,678.9164128248597,7.023293402188671e-29,225,ThreePhase
tLAG,140.4267349782471,200.8642118475729,0.699112767210173,0.49780884470172193,225,ThreePhase
tMAX,283.52162004625666,126.02771788582983,2.2496766965430783,0.04402283642988976,225,ThreePhase
r_max,0.010766120761936336,0.0010107650636267008,10.651457148020816,2.164674077038632e-8,226,Logistic
K,7856.029431274866,61381.281967172574,0.12798737953170092,0.89985910673718,226,Logistic
N_0,1.0414858267896396,0.2643917715715909,3.9391763994728954,0.0013121341864906822,226,Logistic
r_max,0.04352512974324184,0.0038199679572993397,11.394108597186625,1.81351190129212e-8,226,Gompertz
K,6.323319662066097,0.19861620843448125,31.836876314915706,1.836110683671254e-14,226,Gompertz
N_0,0.957373329360747,0.0930319597050948,10.290800413057594,6.541994662857504e-8,226,Gompertz
t_lag,186.89543884517767,13.944603624417,13.40270716034723,2.235517125982874e-9,226,Gompertz
r_max,0.019244674707554605,0.0021668439712184567,8.881430764363234,3.9750772100871614e-7,226,Baranyi
K,6.08284736715621,0.17693683951811864,34.37863694029256,6.3448199400196415e-15,226,Baranyi
N_0,0.8445327872295795,0.14884592456467152,5.673872426803607,5.744291250708071e-5,226,Baranyi
t_lag,189.89541405457345,22.350115835708163,8.496395072422077,6.748835994719752e-7,226,Baranyi
N0,1.0166829560954924,0.12704118666601322,8.002782269094478,1.3639242980529908e-6,226,ThreePhase
Nmax,6.05582966071272,0.14203636456853447,42.63576922085119,3.2012509056137544e-16,226,ThreePhase
tLAG,153.90578698043123,18.926235733928763,8.131875199278364,1.1315312378125634e-6,226,ThreePhase
tMAX,523.4150336673628,16.15100806106591,32.407576770958485,1.436247667125162e-14,226,ThreePhase
r_max,0.027807269250172902,0.0035867612100094304,7.752751750680328,2.8419597733317253e-5,227,Logistic
K,688.0607612037826,131.07971696682358,5.249177959225618,5.28274188984516e-4,227,Logistic
N_0,2.0069727867608522,0.7394782834989092,2.714038845420418,0.023839332193748224,227,Logistic
r_max,0.10118191615023987,0.017935948206427382,5.641291722395872,4.8631224721677914e-4,227,Gompertz
K,6.468200437709978,0.15301504058802837,42.271664359614846,1.0810329345193233e-10,227,Gompertz
N_0,0.8973845306973163,0.35482523473798544,2.5290888100446813,0.035305495676179424,227,Gompertz
t_lag,43.07544733171965,13.49537875353303,3.1918664987777903,0.01276750443550659,227,Gompertz
r_max,0.03760148381773053,0.008887811710324628,4.23067961420136,0.002873698753177717,227,Baranyi
K,6.441930003143697,0.1783652083919475,36.11651656296063,3.78452304414281e-10,227,Baranyi
N_0,0.8897362534418662,0.43926672990753807,2.02550339660176,0.07739520477205253,227,Baranyi
t_lag,35.31836464531739,24.66771027646949,1.4317650178909207,0.1900977681088381,227,Baranyi
N0,1.0100184067881366,0.47405934169007446,2.1305737867907175,0.06573421674343602,227,ThreePhase
Nmax,6.327956743096632,0.17917758972338482,35.316675220744735,4.522545605369613e-10,227,ThreePhase
tLAG,47.23373469736821,16.636465264954243,2.8391688946611175,0.021839873310778968,227,ThreePhase
tMAX,167.59793681513142,14.230952365803168,11.777000759124705,2.47300292891073e-6,227,ThreePhase
r_max,0.1110876478592636,0.009678143887468373,11.478197591493148,2.625806834348233e-5,228,Logistic
K,734.923792858683,132.69909452523012,5.538272853240545,0.0014619036605428826,228,Logistic
N_0,1.493857721712437,0.4088595921715735,3.653718171996698,0.010658955592806336,228,Logistic
r_max,0.31543500274642794,0.013166511603802271,23.957370960379173,2.3606679387916066e-6,228,Gompertz
K,0.21462070183417165,0.2217978676856922,0.9676409609956609,0.377665540989653,228,Gompertz
N_0,6.50556894734954,0.04280589785132997,151.9783318164278,2.339882552474952e-10,228,Gompertz
t_lag,53.26423373874659,0.8324309973969475,63.986365122522415,1.764943573934533e-8,228,Gompertz
r_max,0.15263153130403903,0.0053603484726513365,28.474180752010774,1.0007500544762908e-6,228,Baranyi
K,6.524529925700404,0.03860395405774946,169.01195965418606,1.37579520690138e-10,228,Baranyi
N_0,0.9733718149858107,0.07611121789384674,12.788808823731928,5.2013472019440554e-5,228,Baranyi
t_lag,14.247692120848976,1.1236006149296813,12.680388326185318,5.421620494570986e-5,228,Baranyi
N0,1.0100184149316243,0.049952187041790504,20.219703575473737,5.471612457499158e-6,228,ThreePhase
Nmax,6.5058279755353166,0.024976093403640424,260.48220874234283,1.5825045091758232e-11,228,ThreePhase
tLAG,10.289022913024988,0.5912165767377304,17.403136714803754,1.1479529653852408e-5,228,ThreePhase
tMAX,54.8731069211196,0.4463982353645201,122.92411253891112,6.757881283097156e-10,228,ThreePhase
N0,1.0262945874147822,932.1131652517661,0.0011010407595064677,0.9991571914340454,229,ThreePhase
Nmax,1.0211856540861242,0.002983428657205471,342.28593052486536,4.196730709307266e-14,229,ThreePhase
tLAG,-39.276718647429114,43952519.95976237,-8.936169913212289e-7,0.9999993159669831,229,ThreePhase
tMAX,201.6260722645714,342.5375429280621,0.5886247403453695,0.5775838079834448,229,ThreePhase
N0,1.012650291204968,0.0018796679120606896,538.7389361213249,1.1265723537384221e-27,230,ThreePhase
Nmax,1.029919130621321,0.004604227283848789,223.68989781068882,4.2861052630814134e-23,230,ThreePhase
tLAG,344.7153443751497,52.409223576728905,6.577379339926198,2.6226302256293913e-5,230,ThreePhase
tMAX,599.5962399389706,81.07750619198511,7.395346355611558,8.326718023041179e-6,230,ThreePhase
r_max,0.00785220449530385,0.001790756784745355,4.384852573053593,6.2271276397072e-4,231,Logistic
K,183061864.02776653,411436639287024.25,4.449333057575844e-7,0.9999996512724376,231,Logistic
N_0,0.9540527035198804,0.3532209953912397,2.7010079128029716,0.017222622135170205,231,Logistic
r_max,0.03826986377616489,0.002021044697071591,18.93568402104927,7.564088182260652e-11,231,Gompertz
K,6.482461250466535,0.4566887871324109,14.194483055234354,2.7222270841243745e-9,231,Gompertz
N_0,0.98457016440696,0.053446156236486,18.421720732366254,1.0688214550220486e-10,231,Gompertz
t_lag,285.7539636420722,9.14809745425516,31.236436326895074,1.2935505816948972e-13,231,Gompertz
r_max,0.02060381354416298,0.0016314034363502105,12.629502356730352,1.1291133350076354e-8,231,Baranyi
K,5.760858886452183,0.2851037440343517,20.206184615232782,3.33709260285673e-11,231,Baranyi
N_0,0.9570589389997052,0.06339683776988367,15.09631982708057,1.2756707037468234e-9,231,Baranyi
t_lag,315.6924000969576,11.190616620494895,28.2104562065675,4.777839855696343e-13,231,Baranyi
N0,1.0107420962247093,0.03920954182641347,25.77796243321119,1.513472162524444e-12,231,ThreePhase
Nmax,5.497357980847084,0.11090133218515816,49.569810141404155,3.3537392840324544e-16,231,ThreePhase
tLAG,266.8429733316902,5.304345487626092,50.30648436346728,2.7710554080667506e-16,231,ThreePhase
tMAX,576.1359800352129,10.045267061360716,57.35397342011238,5.0762015762052545e-17,231,ThreePhase
r_max,0.04248212874404868,0.002484891874580208,17.096167917256164,1.3925148511207635e-7,232,Logistic
K,610.2261485957048,50.66063248841521,12.045371694387114,2.083078007813207e-6,232,Logistic
N_0,2.3586627262245767,0.4505217457255832,5.235402616195266,7.876810937725776e-4,232,Logistic
r_max,0.15083542153947058,0.014319641005099719,10.533463896598587,1.5172736437148398e-5,232,Gompertz
K,6.398244566340837,0.05563432637781784,115.00533902198741,9.909101496818997e-13,232,Gompertz
N_0,0.9902654771220685,0.128543985424785,7.703709153327154,1.1589294865272652e-4,232,Gompertz
t_lag,33.028342624656204,5.260648895590042,6.278378063273447,4.126758966039439e-4,232,Gompertz
r_max,0.05496197078997531,0.007852691925879405,6.999124798063468,2.11719448019372e-4,232,Baranyi
K,6.363694160380816,0.07683069634014589,82.82749556514995,9.844089356946395e-12,232,Baranyi
N_0,0.9696363341466057,0.1915437823775566,5.062217745263753,0.0014597305323494317,232,Baranyi
t_lag,23.556188653812892,10.949087102124668,2.1514294693337326,0.06846895306372436,232,Baranyi
N0,1.0000000018266464,0.2598657224145944,3.848141234384228,0.006307615039489551,232,ThreePhase
Nmax,6.314439398791897,0.09822001037957467,64.28872664938157,5.7882189441031475e-11,232,ThreePhase
tLAG,10.418894402771107,16.355984942792986,0.6370080700864201,0.5443814889859999,232,ThreePhase
tMAX,134.3588769714015,7.3378399590525785,18.310412562983885,3.5889136165853304e-7,232,ThreePhase
r_max,0.08604477009774772,0.009209804334451158,9.34273595540783,2.3661896565407205e-4,233,Logistic
K,269.50746788104505,38.34410446673103,7.028654642720399,8.996685172000751e-4,233,Logistic
N_0,1.643250525859495,0.45245561527992323,3.6318491148415872,0.015031372475901425,233,Logistic
r_max,0.2925447538641964,0.02164911094237091,13.513014674964674,1.735603532263148e-4,233,Gompertz
K,5.555561017436782,0.05089293134034548,109.16174154489306,4.223052659763895e-8,233,Gompertz
N_0,0.9952811082877177,0.10102523598351497,9.851806814389674,5.954301524022889e-4,233,Gompertz
t_lag,16.462187725390457,1.47066231716546,11.193723761903081,3.6265372548605556e-4,233,Gompertz
r_max,0.128542997851967,0.011828119838031755,10.86757655588287,4.0690675585859735e-4,233,Baranyi
K,5.533912928824619,0.06356441929466358,87.05991481132287,1.0435094862560509e-7,233,Baranyi
N_0,0.9473412967726738,0.14142698055122158,6.698448153812976,0.0025842384254126907,233,Baranyi
t_lag,17.905023739052435,2.7392045681844293,6.536577788682666,0.002830428765494565,233,Baranyi
N0,1,0.19770301511186708,5.058091802161773,0.007190150045719177,233,ThreePhase
Nmax,5.47635121432089,0.08841547643580007,61.93883056545376,4.069536370204359e-7,233,ThreePhase
tLAG,13.906320035858466,3.6287980208499833,3.8322110946811945,0.01858290094478826,233,ThreePhase
tMAX,58.55894217839534,2.615302107389752,22.39089014341105,2.355661037907606e-5,233,ThreePhase
r_max,0.3607203545376754,0.009603006323620374,37.56327366466654,0.016943928994412973,234,Gompertz
K,6.481415448492043,0.05875443668228091,110.31363441608316,0.005770840009433916,234,Gompertz
N_0,-0.11653626899567918,0.59199271007145,-0.1968542298124143,0.876260877502663,234,Gompertz
t_lag,-3.569314340261248,4.315454246017832,-0.8271004943581319,0.5600648064880531,234,Gompertz
r_max,0.10613751945423974,0.012240516783561452,8.6709998712455,0.07309649183732617,234,Baranyi
K,6.421647040505729,0.07732717791664943,83.04514937073726,0.007665577215134518,234,Baranyi
N_0,-0.3365843367130855,0.7952487880104624,-0.423244073788714,0.745108633306601,234,Baranyi
t_lag,-18.78923665838194,12.67212723026941,-1.4827215918019536,0.37774580505645855,234,Baranyi
N0,1.2439077223422335,346695266.2267949,3.5878993557659834e-9,0.9999999977158723,234,ThreePhase
Nmax,6.3758228117204085,0.4186390282167268,15.229881549456694,0.04174078741774629,234,ThreePhase
tLAG,2.9336233709834905,3141234102.534049,9.339079085563607e-10,0.9999999994054558,234,ThreePhase
tMAX,49.43136415757783,580.4447726127922,0.08516118412966207,0.9459152031209945,234,ThreePhase
r_max,0.019717330006618957,0.00410063662110756,4.808358269329754,0.004847826932005256,235,Logistic
K,89.78512945533579,74.27191919315098,1.20887046451353,0.2807548261795974,235,Logistic
N_0,1.8159382170578775,0.4194843259874498,4.328977519680216,0.0075066147165887475,235,Logistic
r_max,0.10400277734394679,0.0032505538008406735,31.99540254249879,5.688240726700348e-6,235,Gompertz
K,3.838675999510155,0.012281188591125605,312.5655119638815,6.285754109811956e-10,235,Gompertz
N_0,1.0095041940371023,0.007559800048643161,133.5358326333365,1.886242935016043e-8,235,Gompertz
t_lag,80.31344207764552,1.268795652540542,63.298957493140726,3.731150462793265e-7,235,Gompertz
r_max,0.06125555353364785,0.00440054932948544,13.919978836099201,1.5445449142191664e-4,235,Baranyi
K,3.8033708101181256,0.026089072369927708,145.78405687210966,1.3279291556037856e-8,235,Baranyi
N_0,0.9835468272811447,0.022911159568085707,42.92872319964043,1.7603130937346336e-6,235,Baranyi
t_lag,87.78916220953467,2.67624000368007,32.803172394410325,5.149937640247962e-6,235,Baranyi
N0,1.00954853074727,0.0331535597105234,30.450682809388496,6.928625209376522e-6,235,ThreePhase
