term,estimate,std.error,statistic,p.value,ID,Model
I(Time^3),-9.353111009436184e-7,8.504818946415461e-6,-0.10997425187256048,0.9193738460630511,218,Cubic
(Intercept),0.7012924941742666,0.46399547427977283,1.5114209794025106,0.17443567961633608,219,Quadratic
Time,0.07723223644322615,0.01085920005257775,7.11214786257601,1.9160767287478776e-4,219,Quadratic
I(Time^2),-2.6652405061138127e-4,4.774988892613309e-5,-5.581668494008057,8.317711945948991e-4,219,Quadratic
(Intercept),0.2654341613427728,0.43417031186605487,0.6113595381543763,0.5633918139847225,219,Cubic
Time,0.10974008763237585,0.017906593365589175,6.128473763371523,8.628085284269763e-4,219,Cubic
I(Time^2),-7.079011805244927e-4,2.1445626376317642e-4,-3.3009116549107955,0.01638924166181654,219,Cubic
I(Time^3),1.4500671604350685e-6,6.926834840104147e-7,2.093405132225249,0.08121492442840206,219,Cubic
(Intercept),0.9991715200478803,0.0032642695959176782,306.09344316947727,3.4804979412048465e-28,220,Quadratic
Time,-4.233499695499161e-5,2.5184563310208922e-5,-1.680989915669116,0.11492908245986011,220,Quadratic
I(Time^2),8.539068210018851e-8,3.8968856680488347e-8,2.1912544881755154,0.045845299800138246,220,Quadratic
(Intercept),1.0031566951515398,0.003937294100679915,254.78327742352516,1.9792788929129244e-25,220,Cubic
Time,-1.2527958565026207e-4,5.617359115411483e-5,-2.2302221217538287,0.04398299459822795,220,Cubic
I(Time^2),4.2679000684642647e-7,2.12622614847183e-7,2.007265347353435,0.06597595463278987,220,Cubic
I(Time^3),-3.7000192035844645e-10,2.2694942915468792e-10,-1.630327609708392,0.1270101713366702,220,Cubic
(Intercept),-1.0812133425185673,0.26266085540671247,-4.1163855224806225,0.0020891210445661054,221,Quadratic
Time,0.02416659456219828,0.002034994241862568,11.875510045708696,3.222237809367521e-7,221,Quadratic
I(Time^2),-2.3931567900135915e-5,3.4823931051138156e-6,-6.8721615216251575,4.339271155263422e-5,221,Quadratic
(Intercept),-0.17542998466845802,0.46040497288248344,-0.3810340786940975,0.7120167171680841,221,Cubic
Time,0.01095286183034426,0.006132079574775984,1.7861578110301002,0.10772323482073284,221,Cubic
I(Time^2),2.6081014948558626e-5,2.2473335370570727e-5,1.1605315596683625,0.27568978426495244,221,Cubic
I(Time^3),-5.4683163965895416e-8,2.436103270692575e-8,-2.244698105526093,0.05144694566465826,221,Cubic
(Intercept),1.1585806394186686,0.2236974002856563,5.179231577743812,0.0020558748734352795,222,Quadratic
Time,0.033690969193799075,0.002827681746633708,11.914696282177944,2.1163538661471046e-5,222,Quadratic
I(Time^2),-6.653965618860384e-5,7.842563903316403e-6,-8.484426395361096,1.4662523265558458e-4,222,Quadratic
(Intercept),0.9338291618656717,0.04509401051836322,20.70849656375977,4.861511028170873e-6,222,Cubic
Time,0.04636921964330647,0.0011101392404049876,41.76883219296942,1.4838116208461768e-7,222,Cubic
I(Time^2),-1.6837691962499167e-4,7.986055975981228e-6,-21.083864191711175,4.447764591796807e-6,222,Cubic
I(Time^3),2.042648619500396e-7,1.5748605783564624e-8,12.970345740904387,4.8559808540904334e-5,222,Cubic
(Intercept),2.057432716974562,0.6255619180940388,3.288935367490312,0.007218354076565515,223,Quadratic
Time,0.06481046401407259,0.012073314144015513,5.368075678391734,2.2745033901865196e-4,223,Quadratic
I(Time^2),-1.909469238368347e-4,4.425109681215632e-5,-4.315077762872066,0.001224699157980549,223,Quadratic
(Intercept),0.44965209702788406,0.355754547835171,1.2639391393984873,0.23491946932581603,223,Cubic
Time,0.14325665061183945,0.01240454941041797,11.54871860895852,4.185870346857614e-7,223,Cubic
I(Time^2),-8.942715411193478e-4,1.0265528087869583e-4,-8.711403188074438,5.541652414108121e-6,223,Cubic
I(Time^3),1.671949629496423e-6,2.397419726042009e-7,6.97395458682034,3.834320497356743e-5,223,Cubic
(Intercept),-0.8558119690502847,1.0117424246307023,-0.8458792951799624,0.42219808474327225,224,Quadratic
Time,0.08660658011007877,0.016659019209640673,5.198780253519308,8.236276593404803e-4,224,Quadratic
I(Time^2),-2.2989450916419626e-4,5.567110650836556e-5,-4.129512121869728,0.003300672671744724,224,Quadratic
(Intercept),-4.132619138201069,1.4107617163002304,-2.9293530512289494,0.02204456477932701,224,Cubic
Time,0.18781300483118873,0.03890557029434334,4.827406548992182,0.001905144146909906,224,Cubic
I(Time^2),-0.0010009327468632413,2.840594282622045e-4,-3.523673736114537,0.009679736999150692,224,Cubic
I(Time^3),1.6755599789958742e-6,6.107322268873989e-7,2.7435263855902567,0.02877139864076059,224,Cubic
(Intercept),1.0061322632257472,0.004270403974105111,235.6058746026688,5.4729324216515025e-25,225,Quadratic
Time,5.05608189318763e-5,2.939360895479959e-5,1.7201296720530939,0.1091084434780216,225,Quadratic
I(Time^2),-6.494931189738084e-8,4.431277672726828e-8,-1.4657016936023706,0.1664956202387044,225,Quadratic
(Intercept),1.0080855392303105,0.005045491279693068,199.79928283448254,1.66167144269384e-22,225,Cubic
Time,5.57525204733641e-6,6.631708324950646e-5,0.08406962089029905,0.9343873003718159,225,Cubic
I(Time^2),1.2201763071918315e-7,2.501451508984794e-7,0.4877873118104281,0.6344909244766317,225,Cubic
I(Time^3),-2.0333319780145394e-10,2.6759340938044296e-10,-0.7598587658501373,0.462006861225165,225,Cubic
(Intercept),0.3175727902407182,0.30536686787416323,1.039971338251355,0.31482691814546726,226,Quadratic
Time,0.007990649771838047,0.0023418472711023513,3.4121139625286916,0.0038606155236571944,226,Quadratic
I(Time^2),4.2634700807855195e-6,3.641520444819724e-6,1.1707939431867134,0.25994605516724184,226,Quadratic
(Intercept),1.0726914701760204,0.2307721915472071,4.648270066614976,3.7631697374807395e-4,226,Cubic
Time,-0.007849058193905594,0.0032893838885081055,-2.3861788286029215,0.031696431248589965,226,Cubic
I(Time^2),6.908557621818454e-5,1.2382406434089693e-5,5.579333596092176,6.791205420897022e-5,226,Cubic
I(Time^3),-7.006466037695866e-8,1.3176877478627612e-8,-5.317243063889821,1.0871509406499207e-4,226,Cubic
(Intercept),0.6647194544516782,0.3614952215828601,1.838805646008559,0.09909956121491062,227,Quadratic
Time,0.032620471271910347,0.0036221285244657903,9.005884537661837,8.49251718385048e-6,227,Quadratic
I(Time^2),-4.38707468141135e-5,7.3841938876636e-6,-5.941169406102153,2.176989391224863e-4,227,Quadratic
(Intercept),0.6395524290500214,0.4684817307237918,1.365159806897763,0.20935429191820026,227,Cubic
Time,0.03332265585999721,0.008442573432460567,3.9469785044304206,0.004254015305912927,227,Cubic
I(Time^2),-4.7685981764621024e-5,4.1596033185024904e-5,-1.1464069555023957,0.2847571588332708,227,Cubic
I(Time^3),5.406789119192111e-9,5.789491408332985e-8,0.0933897079700293,0.9278904846142889,227,Cubic
(Intercept),0.29150175161528225,0.3586328566375107,0.8128138463061084,0.4473682296251935,228,Quadratic
Time,0.13939879105686417,0.013996361822135555,9.959644715414681,5.927062935926805e-5,228,Quadratic
I(Time^2),-7.472597467019038e-4,1.132539950542318e-4,-6.598087302298499,5.825877347979354e-4,228,Quadratic
(Intercept),0.48836347729237656,0.44539799255458723,1.096465375812226,0.32285414439623333,228,Cubic
Time,0.11475055172178053,0.034212118052672866,3.354090838372268,0.020238124983071978,228,Cubic
I(Time^2),-1.9813514507624843e-4,7.007244260266115e-4,-0.2827575830341097,0.7886947285541039,228,Cubic
I(Time^3),-3.1020030422058764e-6,3.9029187908473516e-6,-0.794790567889938,0.46277584263128385,228,Cubic
(Intercept),1.0260972867314135,0.00318566384398877,322.0984187228735,7.341146512704202e-16,229,Quadratic
Time,-5.174577394708052e-5,3.129300612407166e-5,-1.653589103645619,0.1421883654333484,229,Quadratic
I(Time^2),9.049385803125473e-8,5.550470405079491e-8,1.6303817771632407,0.14704260747543052,229,Quadratic
(Intercept),1.025026405676302,0.003829094884659981,267.6941774889768,1.833896296923599e-13,229,Cubic
Time,-5.51361661695083e-6,8.66165602424756e-5,-0.06365545574097996,0.9513122978142992,229,Cubic
I(Time^2),-1.272707000191334e-7,3.8189310054709965e-7,-0.33326263249271987,0.7502736340704548,229,Cubic
I(Time^3),2.492757233771483e-10,4.320204307650589e-10,0.576999849140721,0.5849223400963943,229,Cubic
(Intercept),1.0124459712711118,0.004027344574240665,251.39293462665862,2.355725845909134e-25,230,Quadratic
Time,-2.159804521135212e-5,2.6287506813822125e-5,-0.8216087346859285,0.42611157518077436,230,Quadratic
I(Time^2),8.462247725041744e-8,3.890894709450971e-8,2.1748847905051174,0.04868934830679107,230,Quadratic
(Intercept),1.0110333775250913,0.004604507208467112,219.5747192372568,5.355614435628043e-23,230,Cubic
Time,1.4393781688337719e-5,5.91898991783748e-5,0.24317969599780173,0.8119733782830021,230,Cubic
I(Time^2),-6.818911172257842e-8,2.274683782107336e-7,-0.29977402687333515,0.7694786959401888,230,Cubic
I(Time^3),1.675144607140584e-10,2.4552061014462335e-10,0.6822826833779225,0.5080166946363185,230,Cubic
(Intercept),1.1529177289892196,0.18931291471207473,6.090010978610137,2.7896834737318023e-5,231,Quadratic
Time,-0.00467959732105283,0.0015331912823373767,-3.05219405755993,0.008612219620330385,231,Quadratic
I(Time^2),2.1396094854889232e-5,2.5312925506717925e-6,8.452636124264188,7.174907906808916e-7,231,Quadratic
(Intercept),1.5193020718229797,0.23618901560441014,6.432568711695038,2.226480316060556e-5,231,Cubic
Time,-0.011638245736922617,0.003439067218456379,-3.3841286016347274,0.004889185476926811,231,Cubic
I(Time^2),4.994151257217541e-5,1.3153887878922087e-5,3.796711134523364,0.0022211685471850576,231,Cubic
I(Time^3),-3.140625226531601e-8,1.4260461192283387e-8,-2.2023307550747755,0.046298887899011786,231,Cubic
(Intercept),1.0554637547338521,0.3124967047689997,3.377519630211973,0.009677143544706314,232,Quadratic
Time,0.04559754300457942,0.004009683719623424,11.371855286596466,3.2260743355363435e-6,232,Quadratic
I(Time^2),-9.135486687423103e-5,1.088429935208463e-5,-8.393270335470344,3.0863552623439914e-5,232,Quadratic
(Intercept),0.7938120092585584,0.28025060942512003,2.8325077004717683,0.02531500447818473,232,Cubic
Time,0.05852252712341189,0.006625219012474511,8.833296984329246,4.8165088857613356e-5,232,Cubic
I(Time^2),-1.9684368335099128e-4,4.7859132501453417e-5,-4.11298059665025,0.004499036241263548,232,Cubic
I(Time^3),2.1543849344469064e-7,9.604666765042746e-8,2.2430605737286275,0.059807230192762684,232,Cubic
(Intercept),0.9537306258838495,0.4961291407630332,1.9223434939077304,0.11258987184882926,233,Quadratic
Time,0.07378189214321822,0.01166365639823338,6.32579438420301,0.0014552920513561279,233,Quadratic
I(Time^2),-2.4060424658472223e-4,4.616295899345724e-5,-5.212062914312393,0.0034324406984432374,233,Quadratic
(Intercept),0.4655370058429561,0.3991297898246006,1.166380003976998,0.3082597621520141,233,Cubic
Time,0.10610625890005126,0.015349156467271781,6.912839746359755,0.002297433499473031,233,Cubic
I(Time^2),-6.376214935712895e-4,1.6283555526847425e-4,-3.9157387495624927,0.017309781968211556,233,Cubic
I(Time^3),1.177586716842585e-6,4.7336365088787174e-7,2.487699920840619,0.06765078847941515,233,Cubic
(Intercept),0.6462796665466027,0.3018132073715217,2.1413233442466773,0.16555906397711484,234,Quadratic
Time,0.15875788738792987,0.015616786104726332,10.165848870779032,0.00953815424480881,234,Quadratic
I(Time^2),-0.0010568512247739724,1.599200699301221e-4,-6.6086215772402355,0.022139429445239386,234,Quadratic
(Intercept),0.3763158651646801,0.13286834600726785,2.832246178063327,0.21607707703353787,234,Cubic
Time,0.20723155457180084,0.01428226246076677,14.509714769705697,0.04380614577211127,234,Cubic
I(Time^2),-0.0024161762683992446,3.7130716607135575e-4,-6.507216906055934,0.09707346630814856,234,Cubic
I(Time^3),9.595130502557839e-6,2.587787384313661e-6,3.707851178470244,0.16770495106979885,234,Cubic
(Intercept),0.6091901433385218,0.2697041469232379,2.2587348036287596,0.07346807795202014,235,Quadratic
Time,0.020286057685487392,0.006393255377232704,3.1730404134533625,0.024730427764494644,235,Quadratic
I(Time^2),-2.051375889210498e-5,2.8926475198057987e-5,-0.7091689793398055,0.5099087214391524,235,Quadratic
(Intercept),1.0554549994126445,0.1254813993272493,8.41124664748175,0.0010935927586310599,235,Cubic
Time,-0.012772820646712969,0.006191552293631607,-2.0629431911365104,0.10809118296677599,235,Cubic
I(Time^2),3.5019938082115715e-4,6.514030200781096e-5,5.37607855700707,0.005783766173846213,235,Cubic
I(Time^3),-1.0759121757357635e-6,1.8653757088229234e-7,-5.767804151447208,0.0044846705336632955,235,Cubic
(Intercept),1.4849846401556146,0.34120532491283123,4.3521731102379135,0.0011512034353920657,236,Quadratic
Time,-0.011507418933726853,0.003397830423692251,-3.3866960674342073,0.006070240132078391,236,Quadratic
I(Time^2),4.1844197946665835e-5,7.105852194132334e-6,5.888695233658074,1.0482254864447556e-4,236,Quadratic
(Intercept),1.0926652512417587,0.35251584306170414,3.09962026600461,0.011257936634662251,236,Cubic
Time,1.7751822228566813e-4,0.006327954042365223,0.028053020154254548,0.9781718186263788,236,Cubic
I(Time^2),-2.583454930618499e-5,3.294816787265985e-5,-0.7840966880474806,0.4511567078671055,236,Cubic
I(Time^3),1.0216166910999283e-7,4.884243619316722e-8,2.0916579325804525,0.06295349410467141,236,Cubic
(Intercept),0.18469735469806467,0.7155146879383096,0.25813216389764587,0.8037297110204631,237,Quadratic
Time,0.027250212038156175,0.009011664612166487,3.0238821805869422,0.019280345309923203,237,Quadratic
I(Time^2),-3.325109827797528e-5,2.441674293114716e-5,-1.3618154711191475,0.21545812391090718,237,Quadratic
(Intercept),0.6974539816374442,0.6799254799843855,1.025780033502291,0.3445603758910432,237,Cubic
Time,0.0028563784745026586,0.015456958876645067,0.18479563135918983,0.8594774303334334,237,Cubic
I(Time^2),1.609066350829966e-4,1.0829233095307041e-4,1.4858543875348582,0.18786498037175783,237,Cubic
I(Time^3),-3.880152447105385e-7,2.1225517966367586e-7,-1.8280601930438602,0.11730300133234077,237,Cubic
(Intercept),1.111667135016376,0.2830617177514928,3.927295940429279,0.01110037948412736,238,Quadratic
Time,0.05956844213301157,0.006476333920599914,9.197864542397413,2.549074646253402e-4,238,Quadratic
I(Time^2),-1.6681338496593142e-4,2.863847395639541e-5,-5.824800065112388,0.00210708190155686,238,Quadratic
(Intercept),0.7666241946734568,0.2572445534288849,2.9801377111970204,0.04073332514089797,238,Cubic
Time,0.08501555258294011,0.012106048525728628,7.022568297348144,0.0021658397788135585,238,Cubic
I(Time^2),-4.454149895165386e-4,1.2364290235801302e-4,-3.6024307179948063,0.022708955730399272,238,Cubic
I(Time^3),7.88392284938723e-7,3.447649399103415e-7,2.2867530704942034,0.08415761649619359,238,Cubic
(Intercept),0.8033816801716421,0.49110234392127855,1.6358742533316446,0.15298214173189745,239,Quadratic
Time,0.0741669653336435,0.015284852753206266,4.852317947131397,0.0028449461089987546,239,Quadratic
I(Time^2),-2.93706965892398e-4,8.630224174224818e-5,-3.4032368101119372,0.014438279850155727,239,Quadratic
(Intercept),0.4059260871423831,0.57077092888484815,0.7111891419127933,0.5087591366084592,239,Cubic
Time,0.10490548808376378,0.028917130264434855,3.627797334121599,0.015095412694876844,239,Cubic
I(Time^2),-7.44170071322699e-4,3.74525936697137e-4,-1.9869653831864713,0.10365116069915523,239,Cubic
I(Time^3),1.7347706292395714e-6,1.406655532865114e-6,1.2332590237683447,0.2722916438793656,239,Cubic
(Intercept),0.2947299704149107,0.9064232825755945,0.3251571049426686,0.75610129420944,240,Quadratic
Time,0.06753308758274616,0.02213350313441415,3.051170308316117,0.022478138166135503,240,Quadratic
I(Time^2),-1.8832963458217524e-4,9.61178469417044e-5,-1.9593617686463305,0.09778162878016167,240,Quadratic
(Intercept),0.19928533977610977,1.2049517908809702,0.16538864150772978,0.875117177633439,240,Cubic
Time,0.07337053366189179,0.04840367847657187,1.5158049134097167,0.19000611923240499,240,Cubic
I(Time^2),-2.5595123940764353e-4,4.968506923710431e-4,-0.5151471927838268,0.6284080392616083,240,Cubic
I(Time^3),2.0192591804721084e-7,1.4500875125319353e-6,0.13925084955364983,0.8946869959449253,240,Cubic
(Intercept),1.0092023424620253,0.001985383756164568,508.3160065798246,4.243407344969244e-35,241,Quadratic
Time,-1.3907871875916002e-5,1.626082216295001e-5,-0.8552994268398579,0.4050116253571222,241,Quadratic
I(Time^2),2.5683231039157082e-8,2.7468240183728985e-8,0.9350155258352056,0.36367857022968575,241,Quadratic
(Intercept),1.0096214632932625,0.002445380428299814,412.8688737380696,7.760578146757711e-32,241,Cubic
Time,-2.4899068167956438e-5,3.8985022256166216e-5,-0.6386829281344883,0.5326607688108865,241,Cubic
I(Time^2),7.483259099400907e-8,1.5995941923560118e-7,0.46782234739043144,0.6466363840435266,241,Cubic
I(Time^3),-5.629606386534916e-11,1.8033320754887808e-10,-0.31217802106742043,0.7592027758368713,241,Cubic
(Intercept),0.9064208553028366,0.10789991551133,8.400570575123925,7.719261989118591e-7,242,Quadratic
Time,0.017526313442873847,0.0010057528801277467,17.426063389097852,6.898519310167461e-11,242,Quadratic
I(Time^2),-2.0090911734323292e-5,1.8536676048977e-6,-10.838465149436576,3.415453916110667e-8,242,Quadratic
(Intercept),0.7389384148700651,0.11138344690315252,6.634185199103859,1.6271871048704415e-5,242,Cubic
Time,0.022605772804376065,0.0021302887822908954,10.611600170032347,8.997529886731538e-8,242,Cubic
I(Time^2),-4.53807799481553e-5,9.856883554995512e-6,-4.603968353177524,4.941201561542345e-4,242,Cubic
I(Time^3),3.202446677345195e-8,1.2324303745033646e-8,2.5984808096243914,0.022069505171054608,242,Cubic
(Intercept),1.3111608339576497,0.4077540932083729,3.215567558478469,0.023581853434709834,243,Quadratic
Time,0.0454061399680034,0.009290407443333893,4.887421810609983,0.004523669743292835,243,Quadratic
I(Time^2),-1.3262736005742424e-4,3.8065058226252476e-5,-3.484228482434177,0.017578845892747042,243,Quadratic
(Intercept),0.757697866025588,0.22187168856640546,3.415027266080465,0.02690277553575041,243,Cubic
Time,0.08356630920206322,0.009452424705738118,8.84072730580272,9.037211823283278e-4,243,Cubic
I(Time^2),-5.418826132720833e-4,9.238298127071565e-5,-5.865610806433824,0.004217989662421897,243,Cubic
I(Time^3),1.1198075863312225e-6,2.4833098960734183e-7,4.509334852254444,0.010745520302013476,243,Cubic
(Intercept),1.6549731034115691,0.4883572591956904,3.388857383091345,0.01948550178233499,244,Quadratic
Time,0.0516427513258609,0.01149292374816232,4.493438959265557,0.006438350243038856,244,Quadratic
I(Time^2),-1.5977877940132442e-4,4.564831530103776e-5,-3.500211965055631,0.017280513330819456,244,Quadratic
(Intercept),1.2056100254924123,0.43424605272113137,2.7763292675607656,0.05000592684997455,244,Cubic
Time,0.08242643879901113,0.017190897310757593,4.794772332647867,0.008681232400683931,244,Cubic
I(Time^2),-5.347828110511991e-4,1.8274585207618083e-4,-2.9263745522840403,0.04296900380673837,244,Cubic
I(Time^3),1.1038430727541315e-6,5.278059737413477e-7,2.09138040808737,0.10466730761109849,244,Cubic
(Intercept),2.055869350033518,0.8047282155573928,2.5547375005479656,0.0629882560443233,245,Quadratic
Time,0.062236631846931824,0.02358594046938193,2.638717414203782,0.057657670223781085,245,Quadratic
I(Time^2),-2.489294549152716e-4,1.224685171666263e-4,-2.0325995666019785,0.11188126711638219,245,Quadratic
(Intercept),1.1151376177015246,0.5810442193805238,1.919195786665636,0.15075670968541793,245,Cubic
Time,0.14523392955682962,0.032141669411920315,4.518555887547241,0.02026492861231759,245,Cubic
I(Time^2),-0.0013412371405008285,3.8730267128751127e-4,-3.4630206294269814,0.04055112775859625,245,Cubic
I(Time^3),3.6929048476988625e-6,1.2859121263177606e-6,2.8718174221387756,0.06395518165797673,245,Cubic
(Intercept),1.0083811385609058,0.002441474751951006,413.0213256373422,7.71772447281526e-32,246,Quadratic
Time,-9.958278480675804e-6,1.941212215774593e-5,-0.5129927784171808,0.6154280860846324,246,Quadratic
I(Time^2),4.015153404437134e-8,3.262932483776038e-8,1.2305352392062328,0.2374453294073266,246,Quadratic
(Intercept),1.0073684774193663,0.0029205279524835083,344.926839875899,6.538985629368445e-29,246,Cubic
Time,1.8024997651992443e-5,4.664788538750418e-5,0.38640546087477945,0.7050055033014966,246,Cubic
I(Time^2),-8.532899193247245e-8,1.9232433564041442e-7,-0.4436723602779558,0.6640593835159879,246,Cubic
I(Time^3),1.4355731630522178e-10,2.1671597678175033e-10,0.6624214718132897,0.5184581286559046,246,Cubic
(Intercept),0.29834365137365265,0.5391269692841917,0.55338291046684,0.5910711327996436,247,Quadratic
Time,0.01160332254460173,0.003987665386044168,2.909803461747432,0.014194014424092275,247,Quadratic
I(Time^2),-7.37231390070476e-7,6.720584128328625e-6,-0.10969751676240405,0.9146249571861953,247,Quadratic
(Intercept),1.1162463401898068,0.3187917697170982,3.501490459369088,0.005712264257365971,247,Cubic
Time,-0.013560826788730702,0.00503016333663761,-2.6959018785651154,0.02247088757181074,247,Cubic
I(Time^2),1.2246016433888822e-4,2.268429255203608e-5,5.398456401405233,0.00030207975455828003,247,Cubic
I(Time^3),-1.5390476905657983e-7,2.7996228600113653e-8,-5.497339347198895,2.627672890012192e-4,247,Cubic
(Intercept),0.539882506884181,0.43488904792963917,1.2414258520750994,0.2822731138475391,248,Quadratic
Time,0.06028978290227688,0.009687254911633515,6.223618914980168,0.00339388164771637,248,Quadratic
I(Time^2),-1.6171069929619945e-4,3.812846565939544e-5,-4.241206576230309,0.013250771381013627,248,Quadratic
(Intercept),0.36817627682471277,0.525673583784279,0.700389534840696,0.5341154451118959,248,Cubic
Time,0.07338947627275623,0.021338642673442577,3.4392757494409207,0.04125775826699731,248,Cubic
I(Time^2),-3.1493569504289213e-4,2.219471134363558e-4,-1.4189672943559195,0.2509608565009554,248,Cubic
I(Time^3),4.360128067189595e-7,6.208035887343754e-7,0.7023361569282379,0.5330592416385803,248,Cubic
(Intercept),1.5749330441335025,0.6511627785991673,2.4186472198574105,0.06021783397351398,249,Quadratic
Time,0.05226550545718895,0.012267392700451001,4.260522731555455,0.008010867856125311,249,Quadratic
I(Time^2),-1.4326724858991098e-4,4.313569249599861e-5,-3.3213156043154024,0.020977935562249538,249,Quadratic
(Intercept),0.8445548484024477,0.28283221141546,2.9860631650680616,0.04049533821023389,249,Cubic
Time,0.09318715485954225,0.008820578492061823,10.564744131397624,4.5416147780510605e-4,249,Cubic
I(Time^2),-5.540030198465904e-4,7.671774533612327e-5,-7.221315191411561,0.0019503314471969741,249,Cubic
I(Time^3),1.0415700780775503e-6,1.8997759595763787e-7,5.482594265009042,0.005389404774786288,249,Cubic
(Intercept),1.6426754131783916,0.5425345577912588,3.027780239227478,0.02915540505116245,250,Quadratic
Time,0.06144156511867305,0.012878561345335354,4.770840738428235,0.005011074636732217,250,Quadratic
I(Time^2),-1.985097489346785e-4,5.849028731981869e-5,-3.393892525253778,0.019379155554584186,250,Quadratic
(Intercept),0.7461364532010871,0.2415756327987907,3.0886246454440505,0.03662322437607137,250,Cubic
Time,0.1267658599796184,0.011721098273159656,10.815186173287337,4.1462851543397675e-4,250,Cubic
I(Time^2),-9.289133271932757e-4,1.226300563900338e-4,-7.574923754734316,0.0016285152735267356,250,Cubic
I(Time^3),2.1222120418999345e-6,3.512666261911059e-7,6.04159884163134,0.003785397134352013,250,Cubic
(Intercept),3.559667837512783,0.19119829278729314,18.617675846472594,3.2009354158767065e-7,251,Quadratic
Time,0.01992340704282504,0.0032469946862121375,6.135953079143221,4.740226944132213e-4,251,Quadratic
I(Time^2),-3.425496264923277e-5,9.43757748893216e-6,-3.6296351144565424,0.008401914325046894,251,Quadratic
(Intercept),3.7161499159852895,0.2543884038614457,14.608173405613705,6.4581230596972055e-6,251,Cubic
Time,0.013483515319666075,0.007576168813762537,1.7797274125112563,0.12542396159005825,251,Cubic
I(Time^2),1.6553054742100266e-5,5.473943762294135e-5,0.30239723791321643,0.7725581130265373,251,Cubic
I(Time^3),-1.0066070088811082e-7,1.0679910776371641e-7,-0.9425238000191324,0.38230923109391735,251,Cubic
(Intercept),3.3944770383057516,0.5323156688430617,6.376812175533607,2.4305473266480532e-5,252,Quadratic
Time,0.079771054979958,0.0074036848220835165,10.774507140284928,7.521626679528748e-8,252,Quadratic
I(Time^2),-7.689184249454149e-5,1.955369894201881e-5,-3.9323425569015558,0.0017178696221044096,252,Quadratic
(Intercept),4.671252979344286,0.3980078623612796,11.736584678581291,6.190330682018572e-8,252,Cubic
Time,0.029961558199006717,0.010637040339192497,2.816719429803462,0.015554317465543307,252,Cubic
I(Time^2),2.8380554694309746e-4,7.131888491908629e-5,3.979388450409517,0.0018283009379138524,252,Cubic
I(Time^3),-6.606110529958174e-7,1.289399343065771e-7,-5.123401501237776,2.518340727554284e-4,252,Cubic
(Intercept),2.796977946722841,0.5884705309621561,4.752961787482799,2.5652119477589914e-4,253,Quadratic
Time,0.2892034059525755,0.020066520095375556,14.412235134841545,3.4085852475638817e-10,253,Quadratic
I(Time^2),-0.0010799015365858201,1.5472945345713018e-4,-6.979288767959237,4.430811582488483e-6,253,Quadratic
(Intercept),4.043866397093216,0.4623116404821415,8.747057272613548,4.772584893856866e-7,253,Cubic
Time,0.15347487468337243,0.031589460378927126,4.858420271900349,2.5323677272279385e-4,253,Cubic
I(Time^2),0.0016158828004191794,5.811266633986425e-4,2.7806034418880428,0.0147318930767748,253,Cubic
I(Time^3),-1.4181112179428836e-5,3.0117318557045103e-6,-4.708623761630188,3.3567204742855226e-4,253,Cubic
(Intercept),2.8374046694408186,0.484268875564871,5.8591514189945695,5.6001738375425094e-5,254,Quadratic
Time,0.45527821875578495,0.026990443746978163,16.868126475569994,3.2185370889056873e-10,254,Quadratic
I(Time^2),-0.0026298889406248683,3.258339973420157e-4,-8.071253957776458,2.0290054019175133e-6,254,Quadratic
(Intercept),3.903422342365216,0.5016952674982219,7.780464746718088,4.993302221820622e-6,254,Cubic
Time,0.2995203775857657,0.053374313289426635,5.611695198055133,1.1399964924612135e-4,254,Cubic
I(Time^2),0.0020820170413104406,0.0015087533160124168,1.3799585520137514,0.19276801100071386,254,Cubic
I(Time^3),-3.796557157752126e-5,1.1988124147773024e-5,-3.1669317992985535,0.008115722272306657,254,Cubic
(Intercept),2.565225880841121,0.5021599854256193,5.108383693031403,4.5838560586804335e-4,255,Quadratic
Time,0.9967677785632634,0.06576363585158716,15.156822849830421,3.163616669578491e-8,255,Quadratic
I(Time^2),-0.011535719384581691,0.0018157095370978963,-6.353284569413884,8.316565409432578e-5,255,Quadratic
(Intercept),3.678976722075589,0.47695505998131743,7.713466174820949,2.9587514259813342e-5,255,Cubic
Time,0.5877861246972693,0.12788391519185624,4.596247493795061,0.0012974348830656478,255,Cubic
I(Time^2),0.017006776328824004,0.008430927598809649,2.0171892273425724,0.0744591120181807,255,Cubic
I(Time^3),-5.28190916051927e-4,1.5426208826434688e-4,-3.423983961288062,0.007580011362320788,255,Cubic
(Intercept),3.3303878792593493,0.109075454753625,30.532880993087655,8.191865331433784e-8,256,Quadratic
Time,0.025042691227014833,0.0016140969781447958,15.514985509605687,4.536483054141099e-6,256,Quadratic
I(Time^2),-8.72921575072772e-6,4.176988573377264e-6,-2.0898347212067656,0.08161693157689397,256,Quadratic
(Intercept),3.4119911494695163,0.12972526848198776,26.301669592946485,1.4848559580060214e-6,256,Cubic
Time,0.021542347882550567,0.0035229636751269756,6.114836787743528,0.0016956875818294908,256,Cubic
I(Time^2),1.6051611642800782e-5,2.265436154150546e-5,0.7085439867017368,0.5102647410625201,256,Cubic
I(Time^3),-4.3508703969126186e-8,3.911937472097491e-8,-1.112203461314473,0.31664616323538786,256,Cubic
(Intercept),3.0869967958654216,0.12198227802561729,25.306928562336957,6.200857758227352e-15,257,Quadratic
